currency,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
RSD,0.7474843548298776,0.06503818444689259,0.5907438291223914,-0.06797834154058151,-0.026610999208368614,0.3845073324493934,-0.17825733421429318,0.8021076581774361,0.17538736386475837,-0.049814220534679585,0.7906516343303417,0.18169823166462723,0.8842201717882007,0.7661879535013632,-0.2076637990683875,-0.12403352192024225,0.29492044513460774,0.19640523039788155,0.5506732799156676,-0.11885625283097868,0.5363023176102578,0.2500136289082992,0.4589691888421227,0.24544446091980043,-0.023941770526731264,0.17604742316735847,-0.27447320908341977,0.7346362843791142,0.5073903276936994,0.15168651488124046,0.13490699556985739,0.6198034570421699,-0.18105472349343626,1.0,0.8632185055111662,0.6844030097297746,0.5513794544584719,0.059210411522232144,0.3008805272503046,0.021248726749071672,-0.1605167645851053,0.3595600336318799,-0.04022563760742018
SEK,0.7897239636918516,-0.04283965351782608,0.6504341931441824,-0.04635152660407891,-0.01753247210503284,0.4907220661922934,-0.06970870767033342,0.8673690272902336,0.2453210272866868,-0.035895945249372174,0.856853480285447,0.19111847085630887,0.9357133599704314,0.7990879669978493,-0.14457665835387776,-0.08897998224867439,0.3325909794035932,0.2508098303001118,0.5915036640987024,-0.13707885105616108,0.5757686395088015,0.2733797847431103,0.5028000111942228,0.25993095452796416,-0.04761418963269416,0.28852621368684533,-0.31081773872200447,0.7979637162405333,0.5687409331395243,0.14463049003508,0.061760548379658366,0.7098802570207174,-0.150265024206748,0.8632185055111662,1.0,0.699201508137165,0.5858599547011116,0.05753017717495048,0.2757469409751708,0.03799565865511773,-0.09338400414408861,0.4673836782224703,0.01873382624778152
SGD,0.6194598012246373,-0.009988006577724343,0.5257369438434595,-0.04038081037309093,0.07708678851610173,0.35796325761543757,-0.11306358396144114,0.650723863155889,0.2504303005914775,0.10347904004709446,0.6681697568786419,0.16065232693575648,0.6977333116115139,0.5830973026218117,-0.12792517313907364,0.021475434737518402,0.4269613395662269,0.34758600445991616,0.432464798383113,-0.04266078173244546,0.611723446160497,0.2990453524618839,0.6709436190742228,0.21311203041348448,0.05907275862816395,0.2463602696236259,-0.17623641886385377,0.6296128071854972,0.40206821519052033,0.26896141751554037,0.24274076823708265,0.5743218077198625,-0.05384711329916326,0.6844030097297746,0.699201508137165,1.0,0.6639837118369923,0.17730090165916645,0.28666993061526674,0.09612457282925796,-0.10992183777963066,0.36721098203956326,0.06397187008869984
THB,0.44405587081663045,0.018227484706358044,0.4558440713240378,0.07609042193246092,0.2188895108007672,0.21633986265485747,0.010779982891098733,0.5169449181542783,0.32315112498408366,0.23458757483720222,0.5713420658081747,0.10610918120878991,0.5810112234092716,0.5286179642116782,0.0017718385738216978,-0.20171851832321608,0.4024313378200479,0.3595570580765499,0.36806396174732553,0.018297321443714917,0.5603582973490737,0.2866106823203393,0.6318135439940921,0.14689596854646905,-0.013709108345346104,0.22923975443725092,-0.10347907410796478,0.4423889562264927,0.34129936292015384,0.05287463249760797,0.2897572827943428,0.4140409937206705,-0.16709655723180009,0.5513794544584719,0.5858599547011116,0.6639837118369923,1.0,0.22577232044130294,0.06351141807632679,0.03455404103904794,-0.04385911193357703,0.32936081128447314,-0.03266809389464736
TRY,0.18662284083530745,-0.04910805199901747,0.37096867905778547,0.04588024144338215,0.4809229106879328,0.2699428852242694,0.09906896413410968,-0.08512013161397063,0.44664703463129224,0.5842312839182537,0.027647501358185275,-0.04646252365363583,0.05385279542653614,0.09008424185002359,0.17052469948806154,0.10634049136131726,0.3289722315300323,0.38437928401148064,0.2188802424403848,-0.020476280315054867,-0.10150510316030065,0.3195886515928292,0.0798535137115718,0.12001209381055233,0.5167723586948239,0.11917935699950823,-0.03152052585967155,-0.051569298202693736,0.20622576428015363,0.23473977542905522,0.2480543164770139,0.3712567541137689,0.3242531463638931,0.059210411522232144,0.05753017717495048,0.17730090165916645,0.22577232044130294,1.0,-0.033120868688443196,0.12082057031787173,0.2924130243139416,0.22302037325961893,0.1105865990100583
TZS,0.28385300388480267,0.22130640117512715,0.1559426744592378,-0.0022822192645942816,0.059703530740266374,0.28426491892613914,0.015804264442502835,0.23043413701412457,0.13264785363014056,0.09122251894742854,0.27698559765369796,0.10674020384424433,0.2578374140531476,0.1262853854992109,-0.020400668874516175,-0.028639974249619466,-0.020599820237906928,0.2325587179961943,0.19286448072170592,0.0937876411504138,0.16486154611538104,-0.02240518137211887,0.16103995531313106,-0.017024021150311354,0.05287919040884702,0.1706969644885827,0.09991204420894491,0.2872501524324721,0.2240196798502461,0.31969720053999334,0.16014142246272614,0.3206961972619873,-0.05364040559721179,0.3008805272503046,0.2757469409751708,0.28666993061526674,0.06351141807632679,-0.033120868688443196,1.0,0.08594240469770026,0.10530721598807616,0.16787428288907041,0.133479472631432
UGX,0.16380523223251486,0.2704760066828487,0.12016519061892772,-0.08653480744821697,-0.043403576019183154,-0.020614106725308015,0.17429456963366938,0.016894704177443723,-0.06847223614404846,0.32319495155114897,0.02781557706559135,0.09360521301853632,0.03935386428285277,0.1319651998892829,0.1877131766392883,0.17783223335302442,0.045416488902935856,0.027425002727072052,0.1628646130894052,0.2533443794804162,-0.12505942884930932,0.05094671085475372,0.1238580192570729,-0.06823896044840114,0.08616322441137429,0.04158362939513362,0.18222211157089493,0.010449260438612615,0.2376463911973718,0.05475188726822397,0.2073693597766516,0.1938783657885323,0.05002865114586994,0.021248726749071672,0.03799565865511773,0.09612457282925796,0.03455404103904794,0.12082057031787173,0.08594240469770026,1.0,0.06971663789713571,0.036418157388589535,0.07241537533427249
UYU,-0.0743014383445966,-0.012688822385411655,0.15014598275363517,0.21550433687198137,0.3756077049865518,0.19663979172403492,0.002909368061324366,-0.20411267020122661,0.2207656215040147,0.4004953029911335,-0.15225673019410435,-0.03183714612300883,-0.1625019107285388,-0.17435760503794517,0.44580365169822417,-0.12459658333941634,-0.040849820606397906,0.03478403419550866,-0.14369034100306458,0.06704823472279414,-0.243640026807757,-0.05678372832977662,-0.1334111718473581,-0.1493843368122975,0.12132963491048751,0.025968304844856165,0.3687079494361256,-0.18352410297969046,0.08515924227657747,0.3541934819675544,0.1721946932391552,0.13003087858508341,0.33805612566666254,-0.1605167645851053,-0.09338400414408861,-0.10992183777963066,-0.04385911193357703,0.2924130243139416,0.10530721598807616,0.06971663789713571,1.0,-0.059771112081628025,0.3005348799766589
ZAR,0.39353984817726173,-0.1775294604180898,0.37271591774463664,-0.011424865156782977,0.020421696064856682,0.2658152978394656,0.0908406963205854,0.40738849215102074,0.2736591639126547,0.14697534439817625,0.4020409709155267,0.3187155251237746,0.42934515431401904,0.34518340962975497,-0.23220813094832066,0.03914024095630148,0.25504890955955334,0.32410436019718586,0.3676576965728272,-0.1261818580423402,0.29896743360250827,0.22569063663604974,0.35617023320461794,0.11079631324412507,-0.006739851501400438,0.2595083145115166,-0.18533527162576063,0.4311865249637429,0.38661314314351053,0.2018227307209681,0.1463092058525601,0.4713616754015586,-0.14902510086658738,0.3595600336318799,0.4673836782224703,0.36721098203956326,0.32936081128447314,0.22302037325961893,0.16787428288907041,0.036418157388589535,-0.059771112081628025,1.0,0.20667312307216248
ZMW,0.13060218201982576,-0.14834149783474138,0.01289191952558663,0.37436667640932253,0.03609018414681325,0.11498765974799464,0.07336966948581507,0.001154945865351848,0.2245166124572988,0.10724075277129781,-0.06523782890933882,0.052792229065889595,-0.0016875019897727066,-0.022322163630813276,0.04512946764626409,0.11701924257799125,0.011581452762335208,0.09361885683616823,0.043292304521522745,-0.11040574275641618,-0.1272158610986493,0.11002135890765931,0.06540349378498783,0.017472543539663373,0.18285234400300973,0.14736837957632729,0.07568144550328802,-0.00256127154207166,0.049032108450167915,0.0872672419462426,0.11997238906121092,0.16518509990875374,0.013658201091307864,-0.04022563760742018,0.01873382624778152,0.06397187008869984,-0.03266809389464736,0.1105865990100583,0.133479472631432,0.07241537533427249,0.3005348799766589,0.20667312307216248,1.0
